"city","description","neighbourhood_cleansed"
"Melbourne","Hidden in Glen Iris, The Radnor is a luxury apartment ideal for couples, singles and corporate or business travel and relocation. This 1 bedroom, 1 bathroom apartment features a well-appointed kitchen, indoor and outdoor dining spaces, plus a balcony with BBQ that can be accessed from the living area. Located 10kms from the CBD, the home offers easy access to the city&rsquo;s cafes, trams and parks.","Boroondara"
"Melbourne","Enjoy a restful, peaceful stay in a comfortable large apartment. Why look elsewhere? Close to cafes, restaurants, shops, bike and walking paths, trams, the CBD, Albert Park, Luna Park, Acland St and St Kilda beach. This delightful apartment has reverse-cycle air-con, coin-operated laundry facilities, a fully-equipped kitchen, flat-screen TV, very comfortable pillow-top beds, your own contemporary bathroom, unlimited Wi-Fi and parking.","Melbourne"
"Melbourne","This is the unique Flinders Lane experience. Home to the rag trade of the 1880s. The heart of the historical center of Melbourne surrounded by a plethora of heritage listed buildings. Step out your door and experience all that Melbourne has to offer!","Melbourne"
"Melbourne","There are many reasons to choose our home:<br />✔ Comfortable and clean 3-BR house<br />✔ Spacious & stylish living areas<br />✔ Comfortable beds for a restful stay<br />✔ TV & FREE Wi-Fi <br />✔ Fully equipped kitchen & laundry facilities<br />✔ Free parking in your private driveway + street parking<br />✔ Private & secure surroundings<br />✔ No internal stairs or lifts—perfect for all guests<br />✔ Fantastic location with easy access to public transport, walking & cycling tracks<br />✔ Short walk to amazing restaurants and cafés, shopping.","Brimbank"
"Melbourne","CBD King Studio with 1 king bed & 1 single (sleeps 3). Walk or tram to Queen Vic Market, RMIT, Lygon St, Melbourne Central, Chinatown & hospitals. Tram stop at the door. Includes kitchen, private bathroom, free Wi-Fi, indoor pool, gym, sauna, EV charging, laundry facility & paid secure parking (on request). Ideal for couples, small families, or professionals.","Melbourne"
"Melbourne","Relax, unwind, and explore! This stylish, virtually brand-new apartment is your perfect Melbourne escape<br /><br />Enjoy the convenience of shops up the road<br /><br />Catch a movie at the Palace Cinema right across the road or get moving at Balwyn Park 1m walking<br /><br />Explore Melbourne with ease! A tram stop right outside whisks you away to the CBD  30m+or Box Hill Shopping centre 10m<br /><br />Fuel your adventures with delicious coffee and incredible food at dozens of high quality restaurants nearby all walking distance.","Boroondara"
"Melbourne","Enjoy a stylish experience at this cozy and homey place in perfect location Melbourne CBD. Next to Southern Cross stations and Sky bus. Supermarket, food, cafe and bar within walking distance. The best stay in free tram zone for exploring Melbourne city it’s that simple.","Melbourne"
"Melbourne","Kick back and relax in this calm, stylish space.","Wyndham"
"Melbourne","Spacious room in well-appointed house. Quiet street.<br /><br />Close to:<br />- Melbourne Airport (15 mins by car)<br />- The City (30 mins by car)<br />- Shopping Centres - 5 min walk to Miliera Shopping Center, 10 min drive to Highpoint<br />- Public transport: bus in street outside<br />- Playgrounds<br />- Leisure Centre<br />- Walking trails above the river","Moonee Valley"
"Melbourne","Embrace the vibe of city living in this light-filled contemporary New York-style apartment.","Melbourne"
"Melbourne","- Well sized apartment with balcony <br />- Dressing room, washing machine, dryer and dishwasher <br />- Wifi and TV<br />- Swimming pool and gym<br />-Supermarket and restaurants near by","Melbourne"
"Melbourne","Our beautiful 2BDR +2BATH apartment, located in the Parque complex, positions you perfectly to embrace and enjoy Melbourne living to its fullest. <br /><br />Near US Consulate, Wesley College, Tennis World (Albert Reserve), Alfred Hospital and Commercial Rd & Punt Rd. Only a few step away from Albert Park & Albert Park Lake. <br /><br />With modern luxury decor, this apartment is the perfect place for couples, adventurers, business travellers and families.","Melbourne"
"Melbourne","You’ll feel instantly inspired stepping into this luxurious apartment on sought-after Degraves Street. It has been thoughtfully styled with designer furniture and original artworks, creating a plush sanctuary for your Melbourne stay. It sits in the heart of the city, footsteps to Flinders Street station and surrounded by endless eateries, coffee shops and entertainment. Relax in its beautiful interiors with an open plan living area, fully equipped kitchen, queen bedroom and immaculate bathroom.","Melbourne"
"Melbourne","Welcome to my Uber family townhouse, much better than a 5-star hotel, right in the 'true' heart of stylish, whimsical Windsor - Free high-speed WIFI and Netflix.<br /><br />Melbourne is continually voted the most liveable city in the world, and Windsor is the diamond in her crown. Windsor has it all.<br /><br />Nestled in a quiet and peaceful street, but only a 2-minute stroll to the famous Chapel Street. Within walking distance to trams and trains and The Avenue Hospital.","Stonnington"
"Melbourne","- minutes walk to Prahran market/Greville & Chapel St for cafés and fashion boutiques<br />- rare courtyard to soak up the sun<br />- quiet cul-de-sac location with parking<br />- luxury bedding for a comfortable nights sleep<br />- large living room <br />- fully equipped modern kitchen <br />- free WiFi/Netflix<br />- washing machine/dryer<br /><br />The perfect Melbourne base for work/leisure. Leave the car & catch a train into the city in 10 minutes or walk down and explore Prahran & South Yarras:<br />* Bars <br />* Restaurants/Cafés<br />* Yoga/Gym","Stonnington"
"Melbourne","Hi, Due to the pandemic, our homestay has been closed for a while and finally opened again. We welcome everyone to come.Our home is located in Glen Waverley, the famous Chinese district in Southeast Melbourne. It is a two-storey house. We currently take out two rooms downstairs to host tourists from all over the world.Bus 742 is only three minutes walk from our house and is very convenient and goes directly to the shopping mall and subway station.Our family of three would like to meet more friends and learn more fun things by renting a room for a short period of time.We will also provide you with the services you need, such as airport pick-up, Chinese-English translation, shopping guide escort, meals, etc.","Monash"
"Melbourne","Quiet house located in a court.<br /><br />600m to a bus stop<br /><br />10 mins drive to Werribee Metro OR Wyndham Vale VLine train station<br /><br />15 mins drive to Werribee Shopping Centre<br /><br />17 mins drive to Werribee beach<br /><br />30mins drive to Melbourne CBD <br /><br />23 mins drive to Avalon Airport (budget airport in Melbourne)","Wyndham"
"Melbourne","Beautiful modern sun filled apartment located in the heart of Collingwood with spectacular views of the Collingwood and the Dandenong Ranges.<br /><br />Bedroom comes fully furnished with a built in wardrobe and an ensuite bathroom. The bedroom opens onto an 80m2 balcony. Sunny living area connects to the kitchen with modern appliances so you can entertain, cook and see the beautiful sunrise/ sunset all at the same time! Trams and shops at your doorstep. Free parking and fast Wifi","Yarra"
"Melbourne","Very close to PT (wyndhamvale train station) vline buses.<br />Coles anc cafes","Wyndham"
"Melbourne","This Luxurious third-floor newly refurbished apartment has the best of everything and is only a heartbeat to Bay Street and the beautiful beach. <br />You can indulge in the eclectic restaurants, cafes and pub scene, Gas Works Art Park and Farmer’s Market, hop on the light-rail and bus to the CBD and beyond.<br /><br />This luxe retreat features a welcoming entry hall, a stylish open plan living and dining area with a vogue kitchen, a relaxed bedroom, a lux bathroom with matching marble and European laundry.","Port Phillip"
"Melbourne","Situated in the heart of the bayside village of Hampton, this apartment has everything you need to enjoy the best of what Melbourne has to offer. <br /><br />The apartment includes hand-picked designer furniture and all the modern conveniences to make your stay all the more comfortable and memorable.","Bayside"
"Melbourne","Our place is special for its unique blend of comfort, convenience, and charm. Nestled within a tranquil neighborhood, it offers a serene escape from the outside world. What sets us apart is our proximity to both Highvale schools and shops, making it ideal for families and individuals alike. Whether you're dropping off your kids at the nearby schools or enjoying a leisurely stroll to the shops, everything you need is just a stone's throw away.<br /><br />Please noted,  kitchen and laundry are share area","Monash"
"Melbourne","This spacious 4-bedroom, 4-bathroom ensuite home offers the perfect blend of comfort, luxury, and style. Each bedroom is thoughtfully designed with your relaxation in mind, ensuring you have all the space you need for a restful stay.<br />Located in a serene and desirable neighborhood. Whether you’re looking to relax in the comfort of the house or explore the vibrant surroundings, this home provides the perfect base for both.<br /><br />Book now and experience the ultimate in comfort and style.","Melton"
"Melbourne","With spectactular views across melbourne, this luxury inner city apartment will provide you with a relaxed stay in a brilliant lifestyle location.<br /><br />The resort-style shared amenities include: a rooftop pool with infinity edge, panoramic views of Melbourne, sundeck, gymnasium, BBQ area and library space.<br /><br />The apartment is within easy reach of Hoddle Street, Woolworths Metro, a plethora of restaurants/bars (with Bodriggy brewry next door), Victoria Park Train Station, CBD and Yarra River.","Yarra"
"Melbourne","Our beautifully renovated Californian bungalow with period features is temporarily vacant until we return from an extended holiday in May 2019 as our long term tenants have recently left. Your family will love the feel of our high ceilings and the flow of the large, naturally lit open plan spaces. Conveniently located close to supermarkets, beach, parks, cinemas, cafes and restaurants, your family will feel right at home visiting Melbourne from your Elsternwick base.","Glen Eira"
"Melbourne","Welcome to our 4-bedroom house, perfect for your family vacation or a long-term stay. The master bedroom features an ensuite, a baby crib, and a comfortable king size bed with a luxurious Tempur mattress for a perfect night’s sleep. Three bedrooms are equipped with queen-size beds. Located close to multiple train stations and just 22kms from Melbourne’s CBD, our house offers easy access to all amenities. Enjoy a relaxing and comfortable stay in this convenient and luxurious home away from home.","Wyndham"
"Melbourne","located in the heart of the Melbourne CBD. Just few minutes walk to Melbourne central, QV, Emporium, State Library of Victoria, Victoria market, Chinatown, cafes and restaurants. Transportation is convenient, just 2 mins walk to train and tram station.","Melbourne"
"Melbourne","Introducing 'Bradford'…<br /><br />This 1860 bulit, free standing, two-storey, heritage listed, beautiful terrace, is located in the primmest of Fitzroy locations. This is a designer house, a stones throw from everywhere you want to be.","Yarra"
"Melbourne","My place is located in the heart of Fitzroy, close to Brunswick Street, Smith Street, and Johnson Streets. There are many top notch restaurants, bars & cafes within a 5 minute walk. <br /><br />You’ll love my place because of the kitchen, the cosiness, the high ceilings, the views, the location. My place is good for couples, solo adventurers, and business travellers. Its close to public transport, access to the Freeway, quiet but close to the fun.","Yarra"
"Melbourne","Wonderful Victoria Harbour view apartment  representing Melbourne`s  evolution this large private outdoor terrace surrounded by pretty lights and water peace offers a great lifestyle  and comfortable living experience.<br /><br />Short distance to Southern cross station, Etihad  stadium, outlet shopping centre over 80 retail stores ,classic cafes and restaurants.All you want for a relaxing and comfortable stay","Melbourne"
"Melbourne","An enchanting self-contained suite with tall timber raked ceiling, and rustic brick and stonework complimented by an alluring woodfire heater. Relax in the double spa bath in the ensuite. The suite has magnificent views into the nearby garden with Azaleas, Birch and Oak trees in sight. The suite is complimented by an outdoor deck with an outdoor setting for your exclusive use.","Yarra Ranges"
"Melbourne","Bright and spacious apartment in the heart of Melbourne's CBD! Base yourself in a centrally located space which is walking distance to:<br />- Shops, restaurants, bars and cafes <br />- Southern Cross and Flinders St Station<br />- Skybus terminal <br />- Queen Victoria and South Melbourne Markets<br />- Crown Casino<br />- Marvel Stadium<br />- National Gallery of Victoria, ACMI<br /><br />Guests can access the gym, indoor pool and sauna.<br /><br />Please note there is no parking and no WIFI available at this listing.","Melbourne"
"Melbourne","New townhouse on a quiet street in Burwood.<br />- Full security cameras around the house<br />- Cooling & heating in every room<br />- Dedicate work space with 1 single bed and an extra mattress<br />- High chair and booster seat available<br />- Small front and side gardens<br />- Double lock-up garage<br /><br />Walk 5 mins across the road to local grocery store, cafe and restaurants, as well as Deakin Burwood campus, and PLC. <br /><br />Plenty of public transport options. Short drive to major shopping centers, box hill and Chadstone.","Whitehorse"
"Melbourne","Studio in Melbourne CBD with queen bed for 2. Walk or tram (10–15 mins) to Queen Vic Market, RMIT, Lygon St, Melbourne Central, Chinatown & major hospitals. Tram stop at door with easy access to Flinders St, MCG, Crown & Docklands. Features private bathroom, compact kitchen, Wi-Fi, indoor pool, gym, sauna, laundry facility, EV charging & paid secure parking (on request). Perfect for couples, students, or city stays.","Melbourne"
"Melbourne","Light filled terrace in a quiet tree lined street between Brunswick St & Nicholson St. Easy access to loads of cafes, restaurants & bars. Only 150m to Brunswick St! Enjoy a gourmet kitchen, 1 parking permit, Free Netflix & Foxtel & a sunny courtyard!","Yarra"
"Melbourne","Located in the lush suburb of Maribyrnong, this modern apartment offers the perfect combination of stylish interiors and complete urban convenience. A perfect place to relax, its inviting two-bedrooms include a spacious open plan area with a stunning view of Hollow Wetlands and Riverside Golf and Sports Centre which are within walking distance. Located a short distance from restaurants, cafes, shops and public transport you’ll have everything you need to make the most of your time in Melbourne.","Maribyrnong"
"Melbourne","Bring the whole family to this great place with lots of room for fun.Equipped with central water-cooled air-conditioning system, central heating, fireplace, piano, outdoor barbecue, seasonal fruits and vegetables, vegetable garden, community amusement park, near shopping center and train station.","Wyndham"
"Melbourne","Stay in a stunning, light-filled warehouse blending industrial charm with Mid-Century Modern style. Located in the CBD’s iconic Rankins Lane—home to hidden gems and creative businesses—you're steps from Melbourne’s best dining, shopping, and culture. Walk easily to Southbank, Docklands, Carlton, and Fitzroy for the ultimate city experience.<br /><br />Note: Parties, events, and gatherings are strictly prohibited.","Melbourne"
"Melbourne","A Modern Retreat in the Heart of the City!<br /><br />Experience the perfect blend of comfort and convenience at 380 Melbourne. Locate in CBD, our listing offers a stylish escape with easy access to the city’s best dining, shopping, and cultural attractions.<br /><br />Whether you're here for business or leisure, you'll find everything you need to relax and recharge, well-appointed apartments. Enjoy stunning views, exceptional facilities, and a truly unforgettable stay in one of Melbourne’s iconic buildings.","Melbourne"
"Melbourne","On offer is my newly renovated, stylish, and slightly eclectic home just 200m from Half Moon Bay in beautiful Black Rock.<br /><br />My place is just a 5 minute walk to Half Moon Bay beach - arguably the best in Melbourne :) and 15 minute walk to Black Rock Village where you can enjoy a coffee or a meal in the many cafes and restaurants.<br /><br />A 5 minute bus ride will take you to Sandringham station and a quick 30 minute train ride to the City.<br /><br />There is safe and ample street parking.","Bayside"
"Melbourne","This apartment has everything you'll need for a luxurious Melbourne getaway! It is above Level 60 with amazing unblock harbour view! You could see evening glow (in good weather), stunning night views, and fireworks on New Year's Eve! <br /><br />Whether you're in town for a weekend getaway or a longer stay, this apartment offers the perfect base for exploring all that Melbourne has to offer.","Melbourne"
"Melbourne","✔ 1.8km to Melton Station<br />✔ 1.6km to Opalia Plaza Shopping<br />✔ 1.6km to Nearby Gym<br />✔ 2.2km to Werribee River<br />✔ 650m to 454 bus stop<br />✔ 3.7km to Woodgrove Shopping Centre<br />✔ 3.6km to Cobblebank Stadium<br />✔ Golf Clubs Nearby<br />✔ 4.6km to Nearby Swimming Pool<br />✔ Free Wifi, SMART TV 55"" w<br />✔ ONSITE PARKING Sufficient Car Park Space<br />✔ Heating and Cooling for the whole house<br />✔ 6 Beds in 5 Bedrooms<br />✔ CLEANING Whole house cleaning every stay, All Bed linens and Towel Linens provided and changed every stay","Melton"
"Melbourne","Unwind and relax in our beautiful newly furnished apartment. With floor to ceiling windows and a private balcony. The space features one bedroom & bathroom and open-plan living area. Access to amenities include - pool, hot tub, gym & BBQ area.","Stonnington"
"Melbourne","Treat yourself to a stay at this beautiful apartment and enjoy the amazing views of the city . Rest in a comfortable Queen size bed, and take your time and relax in our swimming pool, sauna or gym. All this in the CBD,heart of Melbourne.","Melbourne"
"Melbourne","Lovely and comfortable room for 2 people. Make new friends and explore the city from our gorgeous house.   <br /><br />Our concept comes with the opportunity to meet new people, form friendships but at the same time have your own space and be comfortable within your private room.   <br /><br />We are a big provider of accommodation in Melbourne. Our houses are regularly cleaned and maintained. All rooms are lockable and safe with everything you need.","Melbourne"
"Melbourne","Have fun with the whole family at this stylish 3-4 bedroom home. Sleeps up to 6 people. This Edwardian home is located in the heart of Malvern, close to fabulous shops, local pool, delicious food, parks and public transport. Easy living kitchen, open plan to dining and living room. Garden with BBQ, outdoor dining, two lounges and all the fun for kids.  2.5 bathrooms, inc. ensuite off primary bedroom. Two further bedrooms, one with single bed bunk & the second with a king single + trundle bed.","Stonnington"
"Melbourne","This is a big house located in Clayton, nearby Monash university. There are other guests in the house. Only 2 mins walk to bus stop and 15 mins walk to Monash university.","Monash"
"Melbourne","Bathed in natural light, this 1 Bedroom (plus sofa bed), New York style apartment has original warehouse features, with double height ceilings and wall to ceiling classical casement windows. Located in a desirable vibrant pocket, moments from cafes, restaurants, Royal Botanic Gardens, MCG, AAMI Park, Rod Laver Arena, CBD and train & tram.<br /><br />Central to all major events in Melbourne.<br /><br />Full length balcony with great views to the East.<br /><br />Note: We are restyling the apartment - pics info only","Yarra"
"Melbourne","STUNNING SEA AND CITY VIEWS OF  MELBOURNE WITH AMPLE SPACE AND LIGHTING<br /><br />As you step out of the artistically designed foyer you are only a short walk to city entertainment, public transport, CROWN Casino, MELBOURNE EXHINITION CENTRE, FEDRATION SQUARE, EUREKA SKYDECK, SEALIFE AQUARIUM, shopping and restaurants. The excellent building facilities include a communal rooftop theatre, dining room and BBQ terrace, communal sky gardens located on every third floor and bike storage.","Melbourne"
"Melbourne","Located in inner city Richmond, this unique converted warehouse was formerly the Channel 9 studios of Melbourne. Beautiful, arched windows in the living room and bedroom frame the northern sky, illuminating the soaring 14ft ceilings in this stunning architecture designed apartment. Cafes, bars, parks and the Yarra river are all within walking distance and it is 10 minutes by tram in to the city... A peaceful spot by the river, with the everything in Melbourne at your doorstep.","Yarra"
"Melbourne","Spacious 1 BR Apartment by the lake with balcony.<br />The apartment is located in Queens Road between St Kilda and CBD within close proximity to Albert Park (F1), Golf Course, St Kilda Beach, Luna Park, Melbourne CBD, Alfred Hospital, and Chapel Street.  Our apartment is fully furnished with a balcony, a full kitchen, and laundry facilities, providing guests a home away from home. It is suitable for both short term and longer stay. Hygienically sanitised between guests.","Port Phillip"
"Melbourne","If you're looking for 5 star luxury, and marble bathrooms...then 'Patricia' isn't the place for you!<br />What you will love is the welcoming and inviting spaces.<br />My mum 'Patricia' was pretty quirky, and so is this whimsical place.<br />100 years old, and an Alphington institution...this adorable shopfront is one of the areas most loved and iconic buildings.<br />The interior is warm and spacious, with plenty of room to rest or work, and everything you need for a comfortable stay.","Darebin"
"Melbourne","Unwind in this peaceful Warburton retreat, nestled in the lush Woodlands. Enjoy a garden and fire pit, indoor fireplace, BBQ, TV and classic Xbox 360 games, and family board games. Just a 2-minute walk to the Alpine Hotel and 5 minutes to the Warburton town centre, this home blends nature, comfort, and convenience with spacious green surrounds and modern features for a truly relaxing stay.","Yarra Ranges"
"Melbourne","My place is close to<br /><br />-Cafés, bars, pubs to start a day with a smooth coffee or chill out in the sun after an exhausting day in the city.<br />-Trams to go to city or anywhere you'd like.<br />-Beach to walk along and take a fresh breath<br />-The Iconic Acland street to enjoy St Kilda Lifestyle :)<br />-Albert Park to workout a little bit.... <br /><br />My place is good for couples, solo adventurers, and business travellers.","Port Phillip"
"Melbourne","Escape to our luxury 5-bedroom retreat in Ferntree Gully, just minutes from the breathtaking Dandenong Ranges. <br /><br />Wander scenic hiking trails, then return to unwind with a massage chair, fireplaces, and a games room featuring a pool table, poker table , foosball & table tennis. Enjoy smart TVs, Japanese toilets, BBQ & a fully equipped kitchen. Perfect for families, friends & groups—book your stay today and make unforgettable memories.","Knox"
"Melbourne","You’ll love our cosy unit, set in a lovely garden - private, quiet, very well equipped, full kitchen, comfy QS bed, great shower,  Smart TV, Netflix, Stan, AC/heat,  private access. Close to trans, picturesque  Dandenong Ranges & National Park,  popular tourist attractions - Puffing Billy, scenic drives, Sky High Restaurant/lookout. Close to fantastic group of local shops, cafes, & restaurants only a short drive to hotels & clubs.  Ideally suited for couples, business travellers or solo guests.","Knox"
"Melbourne","Bright, stylish 1BR apartment in Carlton North bathed in natural sunlight. Newly renovated with spacious, modern interiors and all essentials for a comfortable stay. Perfectly positioned just 200m from Princes Park, 1km to Lygon Street's Italian precinct, and 3km to Melbourne CBD. Public transport at your doorstep. Experience the charm of Rathdowne Village nearby while enjoying this peaceful, sun-drenched retreat in one of Melbourne's most desirable neighborhoods.","Yarra"
"Melbourne","Collins House II by LUXURIA APARTMENTS. <br />This beautifully appointed one-bedroom apartment is located in the heart of Melbourne's CBD (Corner of Collins St and Williams St)<br /><br />PROPERTY HIGHLIGHTS include Central Location. Free Wi-Fi. Netflix. 24 Hour Check-In. Secure Parking (Additional Charge). Smart TV with Netflix. Gym.","Melbourne"
"Melbourne","Its a nice 2 storey modern townhouse with a nice frontyard with attached garden to enjoy a nice sunny day outside with a cup of tea/coffee..rooms are on the 1st floor and each room has its own privacy and amenities.<br />Mintues away from public transport(bus/train/tram) makes it an easy access to monash university caulfield and lively city life(cbd)","Glen Eira"
"Melbourne","This is an exclusive fifth floor retreat with penthouse views. Imagine enjoying perfect sunsets across St Kilda, Albert Park Lake and Melbourne, drink in hand while you contemplate where to explore. Stroll to beachfront cafes, or take the fast rail to Melbourne Central Business district. If you love dining, getting active or soaking in the vibe, there are so many options! This fully self-contained apartment is perfect for year-round relaxation, romantic getaways or business stays.","Port Phillip"
"Melbourne","****Please note that starting Monday, 2nd off June 2025, we have changed our reception hours. MON - THURS  7AM - 10PM. FRIDAY -  SUN 8AM- 9PM.*****<br /><br />Please note that we offer weekly housekeeping services for stays 7nights or more. <br /><br />Parking is available at $30/night per vehicle. <br />Security bond is required upon check-in. We welcome pets on the property, please note pet fee is applied. Kindly contact the property directly for the rates.","Yarra"
"Melbourne","Escape to Warby Serenity in Warburton, where nature meets tranquility. Enjoy garden, mountain, and national park views. Relax in our two secluded outdoor bathtubs, soak in the wilderness, or unwind by the outdoor fireplace under the stars. Inside, a cozy retreat awaits, with yoga equipment, games, and a wood fireplace.","Yarra Ranges"
"Melbourne","Discover the art of chic living in Southbank. We offer modern comforts, sleek design, with a stunning city view. Perfectly located, you're just steps from Crown Casino or a walk to the CBD where fine dining, and entertainment awaits. Explore during the day and return to a cozy apartment to relax. Or if you want you can stay in and enjoy the many amenities we have to offer. Free parking adds ease to your stay, while the vibrant neighborhood promises endless excitement. —your chic escape awaits!","Melbourne"
"Melbourne","A cosy space in the middle of the lovely neighbourhood of South Melbourne. Enjoy being in the vicinity of the beautiful Yarra River, the National Gallery of Victoria, the stunning Royal Botanic Garden, and the bustling South Melbourne market, while being just a few tram stops from the city and the free tram zone. <br /><br />Perfect for a weekend getaway, or longer stays to explore Melbourne.","Port Phillip"
"Melbourne","WELCOME TO CASA BOOGIE<br /><br />◈ A nostalgic retreat with bold colour and soulful styling<br />◈ Onsite secure parking included for one car<br />◈ Prime location on Brunswick Road and Lygon Street<br />◈ IGA supermarket downstairs for convenience<br />◈ Tram stop at your doorstep with direct access to the CBD<br />◈ Fully equipped kitchen with air fryer and new fridge<br />◈ Walk score of 94 with Brunswick’s best cafés, bars and vintage stores nearby<br />◈ Perfect for couples, solo travellers, creatives and city explorers","Moreland"
"Melbourne","Modern Tranquility in the Heart of South Yarra<br /><br />Spacious. Sophisticated. Serene.<br /><br />Welcome to Grosvenor House, a bright and beautifully appointed two-level residence offering a rare sense of space and quiet - just one street from the vibrant energy of Chapel Street. Tucked away on a peaceful street, yet moments from Melbourne’s best shopping, dining, and nightlife, this 2-bedroom, 2-bathroom home is your perfect South Yarra escape.","Stonnington"
"Melbourne","Set in a quiet neighbourhood, Apple House offers short stay accommodation in Tarneit. Free unlimited WiFi is offered throughout the property and free private parking is available on site.<br /><br />This property is also rated for the best value in Tarneit! Guests are getting more for their money when compared to other properties in this city.<br /><br />Apple House has been welcoming guests since 11 Apr 2015","Wyndham"
"Melbourne","Cozy 3 bedrooms, 2 bathroom apartment offering uninterrupted views across the Melbourne city skyline in the Upper West Side Complex with great amenities. It is the place to be for shopping, dining, entertainment and fantastic views. Southern Cross Station, Marvel Stadium, Queen Victoria Market and Spencer Outlet Centre are just a hop, skip and jump to complete your lifestyle! minutes' walk to train/Skybus to airport, with Everything at your door step, this is the best location in Melbourne!","Melbourne"
"Melbourne","2Bed2Bath & 20m² large balcony free parking in Empire building, in heart of Melbourne city! <br />High level great views of the Dockland harbor,Philip bay,Central city,Victoria Market.<br /><br />Absolutely Convenient Location! Tram station downstairs &<br />By Walking <br />1 min to Woolworths; <br />2 min to Victoria Market<br />3 mins to Melbourne Centre Station<br />5 mins to QV <br />8 mins to Myer and David Jones shopping center<br />15 mins to Melbourne University<br /><br />ENJOY the luxury of the indoor swimming pool, gym in the same building!","Melbourne"
"Melbourne","Treat yourself to a stay in this modern apartment complex and take in the breathtaking city views in one of the most popular and famous areas of Melbourne CBD and the Free Tram Zone.  <br /> <br />Enjoy the convenient Melbourne CBD lifestyle. A short stroll will take you to many shops, restaurants, cafes, and bars. The Southern Cross Station, along with airport shuttle SkyBus service is right at your doorstep with Coles Supermarket, Asian Grocery, and Spencer Outlet Shopping Centre nearby.","Melbourne"
"Melbourne","Fantastic is this superbly presented, quality double storey residence in prime location, boasting open living area, spacious bedrooms and exceptional privacy on a quiet street. Within walking distance to Clayton Shopping Centre, Bus stops, Clayton train station, Monash Medical Centre and a short drive to Monash University, and Chadstone shopping centre.","Kingston"
"Melbourne","Lovely, clean and tidy home located about 15 minutes drive from the beautiful Dandenong Ranges. Private room with a shared use of kitchen and bathroom. Includes queen size bed, 2 seater sofa, TV, wifi, all bedding and linens.","Maroondah"
"Melbourne","Discover the perfect mix of privacy and community in our shared house, ideal for making friends and exploring Melbourne.<br /><br />Our concept, ‘hotel-like comfort in a shared environment,’ offers the best of both worlds - meet people, create friendships, and enjoy your private room.<br /><br />As one of Melbourne’s top accommodation providers, we ensure our properties are cleaned and well-maintained. Each room is secure, lockable, and fully equipped for a comfortable stay. <br /><br />Your ideal home away from home awaits!","Moreland"
"Melbourne","This is a 60's apartment in Hepburn Street, Hawthorn with old-school charm.<br />The apartment is 300m from Auburn Train station, a 10 minute walk to Glenferrie Road shops and the No.69 tram, and a 5 minute walk to the Riversdale Road No.70 tram.","Boroondara"
"Melbourne","We may never know each other, but I hope that my listing can relieve you from your fatigue while traveling, feel as warm and comfortable as you are in your own home, and relax in this peaceful and stylish space.","Whittlesea"
"Melbourne","Step back in time at Ironbark Cottage, where romance blossoms amidst rich wood paneling, cathedral ceilings, and breathtaking views of Port Phillip Bay. This charming timber cottage features a private balcony, lush yard, and luxurious double spa—perfect for sunset soaks. Curl up by the gas log fireplace or sleep in an exquisite 1880s antique Half Tester bed adorned with lace. Every detail whispers nostalgia, from the warm red hues to the spacious, air-conditioned interiors.","Yarra Ranges"
"Melbourne","Located along the Docklands Harbour, book our place for your next luxurious getaway. <br /><br />Enjoy everything that our 4 Storey Grande Townhouse has to offer. Relax on our rooftop deck , step outside onto the harbour front, or enjoy the view of the Docklands Eye in an enclosed balcony. <br /><br />With the convenience of the CBD in reach while having the privacy of your own home away from the hustle and bustle, our place is great for big groups of friends or family. Easily accessible by public transport too.","Melbourne"
"Melbourne","This cosy apartment is in the heart of well sought-after South Yarra precinct close to public transport (train and trams) within easy access to Melbourne city, art galleries and sporting venues. <br /><br />Meters from the restaurant and retail strips of both Toorak and Domain Roads.<br />Within walking distance of Royal Botanic Gardens, Albert Park<br /><br />The stylish Chapel Street shopping precinct is also nearby.<br /><br />Perfect for a family, two couples, or a group.  Comes with a parking space.","Stonnington"
"Melbourne","Perched on the 49th floor, this elegant 2-bedroom apartment is a perfect blend of luxury and family-friendly comfort, offering sweeping city views and unmatched convenience.<br /><br />Why You’ll Love It:<br /><br />A gym and a sparkling swimming pool for all to enjoy.<br /><br />Prime Location: Right in the heart of Melbourne’s vibrant CBD—steps from Southern Cross Station, boutique shopping, hip cafes, and the city’s iconic dining and nightlife scene.<br /><br />Experience the best of Melbourne, high above the hustle and bustle!","Melbourne"
"Melbourne","Enjoy sleek, modern living just steps from Melbourne’s vibrant café scene and the 96 tram. <br /><br />With an open layout, private terrace, and luxury features, this designer apartment gives you space to relax, work, or explore.<br /><br />Take in stunning views from the rooftop with open-air hot tubs, outdoor cinema, BBQ and dining, indoor pool, sauna, and gym. <br /><br />Whether you’re winding down or diving into the city’s culture, this is your perfect Melbourne base.","Moreland"
"Melbourne","Enjoy city living at its best - centrally located light-filled CBD apartment with stunning city views in upscale 'Upper West Side' building. Free undercover parking,  fast WiFi, Smart TV, aircon, dishwasher, laundry facilities in-unit and a private balcony. <br /><br />Pool, Gym, BBQ terrace, library/workspace, and rock climbing wall - free in building.","Melbourne"
"Melbourne","Nestled in the heart of the city, our accommodation is the perfect base for exploring the best of the area. You'll love the convenience of being just a stone's throw away from top attractions, shopping centers, restaurants, and more. Complete with modern amenities and thoughtful touches, our place offers the perfect home away from home experience. So why wait? Book now and experience the best this city has to offer from the comfort of our place. You won't be disappointed.","Melbourne"
