"city","description","neighbourhood_cleansed"
"NYC","Kick back and relax in this calm, stylish space. A very nice, one bedroom space, with shared kitchen and bathroom. Great for a solo getaway or with that special someone!","Flushing"
"NYC","our cozy PRIVATE bedroom in Brooklyn inspired by a sea-infused retreat, designed with nautical decorations that will make you feel like you’re on a seaside escape! Perfect for a morning job or a sunset stroll, you’ll find many great restaurants, bars, and shops nearby, as well as easy access to public transportation that will take you to Manhattan within half-an hour. <br />As you step into the room, you'll be greeted with a full-size bed, dressed in crisp white linens, and adorned in nautical arts.","Bay Ridge"
"NYC","You'll have a great time at this comfortable place to stay.","Hell's Kitchen"
"NYC","You get the entire place to yourself in this beautifully sunny condo in the heart of trendy Williamsburg. Only (1) block from Lorimer Avenue (L) and (G) trains which crosses every line in Manhattan for quick, easy access to all of New York City! East Village in five minutes, Union Square in 10! Surrounded by music venues, art galleries, bars and restaurants, you won't want to leave the neighborhood. The apartment is brand new and luxuriously decorated for a posh stay in a home-away-from-home.","Williamsburg"
"NYC","[Accepting females only] <br /><br />Cozy, minimalist, Scandinavian inspired room in the heart of Manhattan!  <br /><br />Enjoy easy access to everything NYC has to offer, with major subway lines around the corner to reach any part of the city.  This prime location is within walking distance to the Empire State Building, Penn Station, Grand Central, and Times Square.  A tourists dream location!<br /><br />This is a private room in our shared apartment.","Midtown"
"NYC","I just listed my studio which is located in Sunnyside, Queens, a wonderful neighborhood with lots of restaurants, bars, and the 7 line subway within 2 blocks. The place is yours w. kitchen and full bathroom, and a great view of the Manhattan skyline!","Sunnyside"
"NYC","Student Apartment: Ideal location for access to Columbia & other area educational institutions.<br /><br />The space<br /><br />•Fully furnished, including full-sized bed<br />•Steps away from Central Park and mass transit<br />•Complimentary WiFi internet connectivity<br /><br />The apartment is a shared space, the other occupants are Columbia Student.<br /><br />Other things to note<br /><br />The apartment is very quiet and the building has two unit per floor. The elevator requires a key for entry so both the building and apartment are secure.","Upper West Side"
"NYC","We are the community-oriented Coliving company that offers the easiest way to rent your room or bed, with the possibility to move-in even within a few hours after booking. We offer the most affordable prices with great quality of service and it's the best value for money. We provide a place where like-minded people rent private or shared rooms and share common living spaces in houses and apartment buildings","Bedford-Stuyvesant"
"NYC","Beautiful large  studio in Soho<br />This over sized amazing studio apartment features:<br /><br />A LARGE living area with alcove sleeping space, a king size bed and a sofa bed<br /><br />Beautiful hardwood floors<br /><br />Laundry in the building <br /><br />Decorative brick wall<br /><br />Minute away to all the restauransts, grocery shopping, and subway","SoHo"
"NYC","Lovely bedroom in a quiet, clean 2 bedroom Apartment close to ABCD23 subways<br /><br />5th floor of an easy walk-up (no elevator) very quiet no upstairs neighbors! And apartment located on the back side of the building so no street noise!<br /><br />*more reviews on other listing of smaller bedroom","Harlem"
"NYC","Feel at home wherever you choose to live with Blueground. You’ll love this pretty Chelsea furnished one bedroom apartment with its modern decor, fully equipped kitchen, and exquisite living room. Ideally located, you’re close to all the best that New York has to offer! (ID #NYC205)","Chelsea"
"NYC","Artistic Midtown Oasis – Boutique Luxury & Central Park Vibes, New York <br /> <br />Wake to espresso in your suite, stroll to Central Park, savor brunch, catch a Broadway show, and unwind in boutique luxury above Midtown.","Midtown"
"NYC","Max Living is a charming experience flanked in high ceilings, private room w/ private half bath. We max your living with desk, Wifi, AC and TV. All shared spaces boast a full size bathroom with Jacuzzi Tub, Updated kitchen with brand new SS appliances, and a large private backyard. Convenience is our clutch, steps from mass transit mins from the city, look outside to see joggers and dog walkers then around the corner for a bite to eat or local vendor to support. Options live here, why cant you.","Bedford-Stuyvesant"
"NYC","A cozy apartment in the lively Alphabet City neighborhood. 5 minute walk from Tompkins Square park, grocery store right around the corner, and a bunch of great restaurants/bars nearby. Lots of nightlife; quiet during the day. <br /><br />The bedroom is private to you: TWO WINDOWS + BALCONY/FIRE ESCAPE. The bed is a king bed, by the desk. You will have access to our fridge/freezer and coffee/tea maker. You're welcome to use the fridge and coffee/tea in the cabinet as you please.","East Village"
"NYC","Enjoy a renovated Brooklyn home with modern touches and room to relax. This private space has everything you need for a comfortable stay, including a full kitchen, bathroom, and backyard. <br /><br />Located on a quiet block near the A, C, J, and L trains—reach Manhattan in 30 minutes. Free street parking is available. High-speed WiFi, a smart lock for seamless check-in, and many other amenities are also available. <br /><br />Ideal for solo travelers or couples seeking a peaceful retreat in a welcoming home.","Bedford-Stuyvesant"
"NYC","Well kept apartment located in the heart of Hell’s Kitchen with access to bars, clubs, all major subway lines, the Theatre District and Times Square. Great spot for anyone looking to enjoy all that NYC has to offer.","Hell's Kitchen"
"NYC","My place is close to Anella, Alameda, Achilles Heel, Troost, Bakeri, and many more amazing bars and restaurants. You’ll love my place because of the location, the people, the views, the backyard, and the overall fun but calm and relaxing vibes. My place is good for couples, solo adventurers, business travelers, and furry friends (pets).<br />Guest Access","Greenpoint"
"NYC","This apartment is located in Williamsburg Brooklyn. It is about 10min away from Manhattan.<br />4min from subway M/J Line  “Lorimer st"" station.<br />9min from subway L Line “Montrose” station <br />9min from subway G Line “Broadway” station<br />Your room is on 3rd floor. There is no elevator it is walk-up town house.<br /><br />The apartment is fully remodeled in 2020 and we are the first tenant in this building. Everything was new at that time.<br />New Bathroom and New Kitchen, also New floor and new painted wall.","Williamsburg"
"NYC","Spacious one bedroom with private balcony. <br />New building with Dishwasher, laundry in unit, WiFi, full kitchen and AC.<br />G train 5 min by walks and A-C train at 8min by walks.<br />Restaurants, Bar, Grocery 1 min away.<br />Great NYC expérience !","Bedford-Stuyvesant"
"NYC","Enjoy a stylish experience at this centrally-located place.","Theater District"
"NYC","Charming Apartment in Kips Bay area with short walking distance to Empire State Building, Grand Central, Times Square and access to 6 Subway station and ferry. <br /><br />Apartment has everything you need if you decide to spend time inside: from OLED Tv, fresh towels after long walking in the city and NESPRESSO machine in the morning before you head out to explore Big Apple. Also working desk and a monitor if you need to do some work.","Murray Hill"
"NYC","STAT Living LLC is the #1 Trusted Company providing quality housing in the NYC area to medical professionals.  Our housing accommodations are exclusively for Medical and PA Students, Interns, Residents, Nursing Professionals,  Veterinary Professionals, and any other profession connected to the field of medicine or science.  Our Kingsbrook Suites are all Master Suites with Private Bathrooms and Queen sized beds. Kitchen / livingroom areas are shared and cleanliness maintained weekly by our team.","East Flatbush"
"NYC","welcome  this beautiful and Cozy home located on a very quiet and Peaceful Street in Queens located less than 15 minutes away from JKF and LaGuardia Airports.<br /><br />Conveniently located is the Bus station which is one block away to get you to the Subway that takes you to Manhattan, Brooklyn and other parts of New York. <br />There are  plenty of Grocery Stores, restaurants and 2 parks nearby for your morning and evening walk","Jamaica"
"NYC","Experience the magic and energy of New York City. This cute studio accommodates 2 people, ground floor (no stairs to climb), and the subway is literally around the corner. Only a few blocks away from Columbia. Laundry, grocery, and great restaurants on the block.","Harlem"
"NYC","Keep it simple at this peaceful and centrally-located place.<br /><br />Welcome to our home. <br /><br />My husband and I will be present  in the Unit  with you during your entire stay  <br /><br />all spaces are sheared but we give you your space to enjoy","Crown Heights"
"NYC","You’ll be staying in one of Brooklyn’s most fun and popular neighborhoods of Prospect Heights, a short walk from several bars, restaurants and boutiques! My place is a modern apartment, that gets lots of sunlight, mid-century modern decor and plenty of space in the bedroom. <br /><br />The building is fairly quiet and occupied by mostly young professionals and new families.","Crown Heights"
"NYC","A hidden gem in Queens, The Paper Factory Hotel is the perfect accommodation for lifestyle travelers who want to experience a luxurious, industrial urban stay. The unique hotel is only two stops away from Midtown Manhattan.","Long Island City"
"NYC","The Manhattan Club is the perfect combination of luxury and location in the heart of New York City. Spend time in one of the oversized suites complete with amenities or explore nearby in Times Square or Central Park.<br /><br /><br />Incidentals: $500 authorization at Check-in.<br />Must present valid credit card and government ID (at least 21 years of age)<br /><br />Price Includes All Taxes/Fees<br />(There will be no additional tax or daily fees charged during your stay. )","Midtown"
"NYC","Welcome to Cozi Haven, a clean and comfortable entire 2-bedroom private unit located on the 2nd floor of a quiet home in Staten Island. Perfect for monthly stays, travel nurses, working professionals, or anyone needing a peaceful long-term space.","Westerleigh"
"NYC","Stylish Brand new 2 bedrooms apartment. Everthing brand new you name it. Properly the best in the island LOL.","Tompkinsville"
"NYC","Located on Hell’s Kitchen: This is a brand-new elevator building with floor-to-ceiling windows. With Columbus Circle, Whole Foods, Times Square and Central Park all within a short walk, this building is nestled in one of the most desirable residential neighborhoods New York City has to offer. Easily accessible public transportation to the 1, A, B, C, D, N, Q, R lines can take you anywhere you need to go!","Hell's Kitchen"
"NYC","Beautiful Private Suite, Legal Airbnb, in modern Two Bedroom Garden Apartment  in a Morris historic district Harlem Brownstone with an outdoor patio and garden,  modern kitchen, WIFI/Cable TV, Central AC, washer/dryer. Check in 4pm, checkout 10am. Just two blocks to 125th St. subways, buses on the corner. Close to Whole Foods, fashion shopping, Columbia University, CCNY, SUNY graduate center, Red Rooster, Apollo Theater, Museum Mile and a 10 minute walk to Central Park.","Harlem"
"NYC","Floor Through One Bedroom with Windows facing north and south for great natural light and air circulation. Towels, Bedding and kitchen cooking utensils, pots etc included. Has 4 beds: Queen Bed in Bedroom, Day bed ( Can fit 2 with bottom pull out), twin folding bed. Television with basic cable and wifi included. Quiet and relaxing apartment to turn to after a <br />day in the city. Close to C and B local trains and # 2 and 3 express, and buses to get you all around the city.","Harlem"
"NYC","Enjoy a stylish experience at this centrally-located 2 Bedroom 2 Bathroom Condo. Nestled in one of Brooklyn's premier neighborhoods and only a short ride into Manhattan via the New York City subway system. Greenpoint/Williamsburg has it all!","Greenpoint"
"NYC","Enjoy my warm studio while I'm away! The apt is located in prime Astoria, 2 blocks away from the N train - 15 minutes away from Manhattan!!!<br /><br />You'll be a few steps away from the best restaurants in the neighborhood, coffee shops, bars, groceries stores, pharmacy and many more on 30th Ave.<br /><br />This is my own home so it's only available when I'm out of town. Don't miss the opportunity to enjoy this gem for limited time!<br /><br />Great for couples, remote workers, food enthusiasts & fitness lovers.","Astoria"
"NYC","Our home is a spacious one bedroom co-op in a diverse neighborhood in Brooklyn.  Near Prospect Park, Brooklyn Botanical garden, and Brooklyn Museum and 30 mins subway to downtown Brooklyn/Manhattan. Our street and neighbors are quiet and respectful. Grocery store is one block away and a commercial street is only a few blocks away. Great restaurants nearby @ Prospect Lefferts Gardens & Ditmas Park. There is an elevator and ramp entrance. Sorry, no pets allowed. Smoke free only, please.","East Flatbush"
"NYC","Come enjoy our beautiful residential neighborhood, one minute from McCarren Park.","Greenpoint"
"NYC","The Bedford House is located in Bed-Stuy, a historic Brooklyn neighborhood that feels like home with its quaint streets and vibrant culture. This home offers spacious apartments with a serene outdoor area, spacious common areas and modern amenities — all tied together by our coliving community. As you enjoy all the Bedford House has to offer, you’ll meet people from every corner of the world, building a community from the comfort of your home.","Bedford-Stuyvesant"
"NYC","Welcome to our bright and spacious 2-bedroom private suite in the heart of Queens! You'll enjoy exclusive access to two cozy bedrooms, a private full bathroom, a private living room, and a fully equipped private kitchen—all within a shared 3-bedroom apartment. The space is filled with natural light and thoughtfully designed for a comfortable stay.<br />though you may see your friendly host who resides in the third bedroom of the apartment, in compliance with NYC short-term rental laws.","Glendale"
"NYC","Welcome to the Bond Townhouse - luxury boutique accommodations located in one of the most sought-after areas of Brooklyn - Boerum Hill - just minutes away from Manhattan. Enjoy a perfect luxury escape in an oasis of peace, design, and style in the middle of New York. Incredibly sunny, bright, quiet, and stylish space surrounded by the brownstones on a beautiful trees-lined street.<br /><br />We welcome weekly reservations, starting at $4,000 per week,   directly on the BOND TOWNHOUSE  website.","Boerum Hill"
"NYC","Very nice cozy spot I’m not done with the kitchen and bathroom yet or bedroom but I’m getting there a lot more to come the heat is on the scale of 10 so if you not a heat fan I suggest you open the windows or you can also turn it off as well hot water is always on point you don’t gotta wait for it to heat up or none of that stuff WiFi works perfectly all around the apartment everything in the kitchen is available to you for use I have no issues you don’t have to replace anything you use","Crown Heights"
"NYC","Room sublet has a daybed, and full empty closet, you will have access to common space, living room, patio, washer and drier, bathroom..<br />Apartment is super close to SI ferry, less than a ten min walk... or 6$ cab","St. George"
"NYC","Get comfortable and enjoy plenty of extra room at this spacious place.","Queens Village"
"NYC","This comfortable room is prepared in  January 2023.<br /> <br />Your room is on 4th floor.<br />This is 4 bedroom 1 bathroom apartment.<br />You basically share 1 bathroom with 3 other rooms.<br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Harlem"
"NYC","Flexible layout 2 bedrooms, 1.5 bath  Brownstone details<br /><br />20 min to downtown Manhattan, 3 blocks to A/C train<br /><br />Live like a New Yorker, stay in hip/trendy/historic Brooklyn<br /><br />Apartment for 4 people: 3,500/month, 200/day<br />Room for 2 people: 1,400/month, 80/day","Bedford-Stuyvesant"
"NYC","This stylish place to stay is perfect for group trips.","Upper West Side"
"NYC","Visitors are welcomed into a spacious and conveniently located home in the heart of Queens. This house is located 10 minutes from LaGuardia airport and 25 minutes from JFK.  Public transportation both bus and subway are within 0.7 miles.  You are only a short subway ride away from Manhattan!  Whether staying in or exploring the city’s sights and restaurants we hope you enjoy your stay.","East Elmhurst"
"NYC","Furnished 90 sq ft room, tons of natural light, hardwood floor, in a 4 bedroom, 2 bathroom, recently gut renovated apartment, Laundry and bike storage in building<br />Trains: 12 min to J train, 15 min to A train. Gates Ave station or Utica Ave station, 27 minutes to Manhattan.<br />Furniture: bed, mattress, wardrobe/closet, dresser, TV, curtains, desk, chair, sofa, kitchen table.<br />Location: corner of Jefferson Ave and Patchen Ave.<br />Preparation fee: $175 (One-time: inspection, cleaning and admin cost)","Bedford-Stuyvesant"
"NYC","Welcome to our peaceful retreat in Staten Island, New York! Nestled in a quiet and tranquil neighborhood, our charming home offers a serene escape while still being conveniently close to the bustling commercial area.<br /><br />Relax and unwind in the comfort of our inviting space, thoughtfully designed to provide a peaceful atmosphere. Whether you're here for a weekend getaway or an extended stay, our house offers a perfect balance between tranquility and accessibility.","Arrochar"
"NYC","Stylish: 1-bedroom - 1-bathroom apartment <br /><br />The building offers:<br /><br />* 24-hour doorman service for peace of mind<br />* Equipped gym to stay active<br />* Secure garage parking available for a fee<br />* Elevator<br /><br />Apt: <br />* In-unit washer and dryer<br />* Modern dishwasher<br />* Air conditioning<br /><br />Enjoy stunning city views from the rooftop — perfect for relaxing or entertaining.<br /><br />Whether for work or leisure, this stylish apartment combines modern amenities with thoughtful touches for a welcoming stay.","Chelsea"
"NYC","This is my beloved home — a place where I actually live day to day. It’s not managed by an agency or set up as a business, but a real home with warmth, personality, and charm.<br />It's spacious and stylish, with a California King bed, washer/dryer, and great amenities (doorman, gym, rooftop BBQ, coworking). I only rent when traveling for work. I keep it extremely clean and organized, and I think you’ll notice the difference — it feels like a real home; it's not just a rental.","East Village"
"NYC","The Williamsburg Apartment debuted in 2017 and we have since hosted hundreds of  happy travelers! We provide our guests with comfortable, convenient and flexible stays in a bustling neighborhood. North Williamsburg is home to 100s of cafes, shops, gyms, bars and restaurants. It is also home to   many beautiful parks and  breathtaking cityscape views are only a few blocks away!  You have found your home away from home! 🏡🗽","Williamsburg"
"NYC","Start living in this contemporary MyNyHousing furnished apartment with its fully-equipped kitchen, sophisticated living room, and our dedicated support team. We want everyone to have a comfortable place to stay. Each space is designed and run by us, so you’ll always know what to expect from your stay<br /><br />- Support via text, email, or phone<br />- Towels and Linens provided free of charge<br />- Hotel-standard cleaning before you arrive<br />- Self check-in","Murray Hill"
"NYC","One bedroom apartment. The apartment comes with a spacious bedroom, with a full bed and closet. There’s a comfortable living room and a kitchen that comes with everything you need for long stays. <br />Located in Crown Heights. This neighborhood is close to Prospect Park and Downtown Brooklyn. Train lines 2,3,4,5 are nearby.","Crown Heights"
"NYC","Clean large modern 1 bedroom in Luxury New Building  with great location. Very close to the city (just one stop away by subway, or 2 min on taxi to mid town Manhattan.<br />Apt comes fully furnished/equipped kitchen and bathroom/ queen size bed","Long Island City"
"NYC","A modern newly renoveted apartment with high ceiling and lots of natural sunlight. Simple yet edgy interior design. True size one bedroom located in the hip neighborhood of Kips Bay.","Midtown"
"NYC","Clean, spacious room in ideal Brooklyn location. Rooftop access with view of Manhattan skyline (though we ask guests not to be loud on the roof or the neighbors get upset) Wood floors and big windows with great light. Only room on the main floor. Close to public transit, grocery stores, great bars and restaurants. Living space with two couches. Fridge space if you need it.","Bushwick"
"NYC","Show up and start living from day one in New York with this sophisticated two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped Theater District home with stunning balcony views over the city. (ID #NYC1411)","Theater District"
"NYC","Privacy at its Best . Our home is your home .Your Room is at First Floor Blue Room with Queen bed can ,only one Guest but  it can also accommodate 2 Persons with your arrangement additional payment for 1 person will be $100","South Ozone Park"
"NYC","Welcome to the ever so charming Greenpoint in Brooklyn! We're opening up our cozy, classic, newly-renovated brownstone walk-up apartment to you! Just one block away from the waterfront, Greenpoint ferry stop, and Transmitter park. A 5 minute walk to the Greenpoint G subway stop which will take you to the center of Manhattan or everywhere in Brooklyn all in about a 20 minute radius. We're close to all of the best restaurants, cafes, and vintage shops Brooklyn has to offer.","Greenpoint"
"NYC","Enjoy the best of the Upper West side in this cute and nicely furnished 1 BR, 1 Bath apartment!<br /><br />Located on a quiet, tree-lined block, you will be 1.5 blocks from the entrance to the express 1-2-3 subway, & .5 blocks from the beautiful Riverside Park <br /><br />You will have access to a private mailbox in the building lobby & can receive packages & mail, & has laundry room  & a live-in super","Upper West Side"
"NYC","This Newly renovated 2 Bedroom 1 Bath is the perfect base of operations during your time in NYC. Equipped with everything you need to make you stay convenient and comfortable. The unit has been designed to be convenient and luxurious, with high end furniture and beautiful artwork. Located in the safe and charming UES, enjoy all that city has to offer and more!","Upper East Side"
"NYC","Embrace Brooklyn's vibrant life at our chic Herkimer St retreat. A private room awaits in this modern, family-friendly shared apartment, complete with a gourmet kitchen, ultra-fast Wi-Fi, and a cozy living space. Step out to discover local cafes, parks, and boutiques, all while being just a 20-minute subway ride from NYC's heart. Start your urban adventure with the comfort of a welcoming home.","Bedford-Stuyvesant"
"NYC","Welcome to luxury with an ambience of serenity. The classy furniture gives an exclusiveness to your getaway experience<br /><br />Tasteful attached bathr; luxury K/bed; remote control lights, smart 55""+Verizn/Netflx; WiFi; gated parking, split AC/Heat<br /><br />I will be present in the unit during your stay with shared kitchen/living room<br /><br />5min walk to train to attractions in NYC. 35min to Time Sq/JFK; close to Zoo, Bay Mall, laundry<br /><br />Service pets-not allowed due to severe allergy issues<br /><br />Looking forward to host u","Wakefield"
"NYC","The room is one of the two bedrooms in my apartment. It's away from the apartment door and my room so you would have full privacy. N,W trains are 2 blocks away (39 av station) E,M,R trains are 10 minutes by walking (Queens Plaza station) I'm working till late night so you wouldn't see me around but you can always reach my phone to ask any help. If I’m not home i leave a padlock outside for my guests to pick up the keys for check in.","Long Island City"
"NYC","Our stylish apartment homes have been designed to surround you in comfort and luxury. You'll notice the difference in all the little things (like wine refrigerators in our kitchens) and especially the big things (like the stunning views through our large windows) and every single detail in between.<br /><br />24/7 concierge desk<br />Paid parking <br />Washer&dryer inside the apartment","Midtown"
"NYC","Stylish Midtown Retreat | 1BR + Sofa Bed | Walk to Everything<br /><br />Chic and cozy 1BR apartment in the heart of Midtown! Featuring a comfy queen bed, stylish living area with a sofa bed, and a fully equipped kitchen. Enjoy fast Wi-Fi, smart TV, and in-unit washer/dryer. Steps away from top restaurants, shops, and nightlife. Perfect for business or leisure with a central location and relaxing vibe.<br /><br />Sleeps 4 | Self Check-in | Walk Score: 95","Hell's Kitchen"
"NYC","Ample and well lit bedroom, 2 blocks away from the 6 subway line and 7 away from Central Park.","East Harlem"
"NYC","Morris park Avenue, is surrounded by Many Italian restaurants. The largest zoo in NY city, The Bronx Zoo, Albert Einstein Medical college and Jacobi hospital. are only 5 minutes drive or 15 minutes walk. NYC trains and buses to  Mid town and Time Square is in walking distances. Our home is Pet free and smoke free of any types. We only accept guests who are staying 31 days or more.  Neither partying nor making loud noises are allowed. Hope your stay with us is memorable and you will visit again.","Morris Park"
"NYC","Come stay in my sunny apartment in the Lower East Side! It's clean, breezy and has lots of plants. The living room/kitchen area is a little small, but the bedroom is nicely sized and the bathroom is huge! The ceilings are very high, with a skylight in the living room/kitchen area and a ceiling fan in the bedroom.<br /><br />The location is great despite the closures - plenty of top rated restaurants in delivery and takeout range. The kitchen is fully equipped and there is a Whole Foods 2 blocks away!","Lower East Side"
"NYC","Newly furnished 2 Bedroom / 2 Bathroom Penthouse apartment loaded with light! <br /><br />Elevator Building! Large private outdoor terrace with plenty of outdoor seating and dining table! Washer/Dryer in-unit. 2 full bathrooms! <br /><br />Plenty of room to host and WFH. Utilities and high speed Wi-Fi included<br /><br />The apartment also features high ceilings with built-in lighting, hardwood floors, air conditioning, ceiling fans, cookware.<br /><br />Amazing Upper West Side location only 1 block from Central Park and Trader Joes!","Upper West Side"
"NYC","Nice apt in New York. <br />450 sqft. One bedroom with queen bed, one bathroom, living room with double sofa bed and kitchen with supplies. <br /><br />3min to subway - line 1 red","Morningside Heights"
"NYC","This comfortable room is prepared in 2022.<br /> <br />Your room is on 2Nd floor.<br />This is 4 bedroom 2 bathroom apartment.<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Flushing"
"NYC","It's a cozy exposed brick private room. It has a skylight so there's a lot of natural light.","Bushwick"
"NYC","This suite has a seating area and spa bath.  With 400 sq. ft. of space, spread out in this New York Executive King room and enjoy the Legendary Italian Frette linens, special amenities like: * Separate living room w/ sofa bed and armchairs * Spacious bathroom w/ walking shower/ vintage soaking tub * Luxury Atelier Bloem bath amenities, a Flat Screen HDTV, In-room safe, Walk in Showers/ Tubs available on request. desk and chair,  night stand, Mini Refrigerators in room , Keurig Coffee maker avail","Theater District"
"NYC","Enjoy the perfect balance of space, comfort, and convenience in this beautifully renovated 3-bedroom, 2-bathroom apartment in the heart of Washington Heights. Located just across the street from Columbia Presbyterian Hospital and less than 15 minutes from Midtown by train, this modern apartment offers a peaceful retreat with all the perks of city living—ideal for families, groups, or professionals looking for an extended NYC stay.","Washington Heights"
"NYC","This super spacious 1-bedroom apartment is in the best location! Situated one block away from McCarren Park on the cusp of Williamsburg & Greenpoint, you get the best of both neighborhoods minus the frat bros. You can expect to be surrounded by some of the best food (the infamous Five Leaves cafe is on the corner) & nightlife New York has to offer, all while being only one subway stop away from Manhattan. <br /><br />Details: Queen Bed, 2 x closets, Projector, Dishwasher, 2 desks, washer/dryer","Greenpoint"
"NYC","Beautiful and spacious one bed/ one bath in the best location in Brooklyn! Steps from Prospect Park, Brooklyn Museum, Prospect Heights, and Crown Heights. Walkable to Fort Greene, Clinton Hill, and Bedstuy- the location is amazing. Off the 2/3 and the 6 so easy to get to Manhattan as well =)<br /><br />The apartment has a spacious living room and dining room, a full eat-in kitchen, and a large and relaxing bedroom. Access to unfinished roof for amazing views!<br /><br />Perfect for a solo or or couple traveler!","Crown Heights"
"NYC","We are the community-oriented Coliving Sharedeasy company that offers the easiest way to rent your room or bed, with the possibility to move-in even within a few hours after booking. We offer the most affordable prices with great quality of service and it's the best value for money. We provide a place where like-minded people rent private or shared rooms and share common living spaces in houses and apartment buildings.","Bushwick"
"NYC","Book this centrally located home for groups and enjoy the convenience of being close to everything.","Lower East Side"
"NYC","A very comfortable private bedroom with a lock, study desk, a large closet space  in a two bedroom apartment. Located at the end of the northwest of Central Park. 2 Blocks from C&B train, 10 min away from Columbia University, 1 and 2,3 Lines. It is in very secure , elevator building with laundry in the basement, a/c unit in every room, WiFi. Large living room with a projector. I good size kitchen if you like to cook. Bathroom with a bathtub.","Harlem"
"NYC","The room is conveniently situated in Chelsea, New York, very close to Penn Station, with plenty of nearby restaurants, bars, and clubs. THIS UNIT IS ON 5TH FLOOR WALK UP, NO ELEVATOR","Chelsea"
"NYC","Charming two-bedroom apartment next to the iconic Golden Diner, famous for its American comfort food. Nestled between Chinatown and the Lower East Side, it's the ideal spot to experience the best of Manhattan.  <br />Amenities:<br />- Two thoughtfully designed bedrooms with comfortable beds <br />- Fully equipped kitchen <br />- Fast Wi-Fi<br />In this Prime Location is Manhattan’s most iconic neighborhoods just a short walk away: Little Italy,  SoHo, and the Financial District offering the true NYC experience.","Chinatown"
"NYC","Step into the comfort of this gorgeous 3BR 2Bath apt in the very heart of historic Central Harlem. It promises a tranquil retreat close to the famous Apollo Theatre, top restaurants, shops, attractions, and much more. The unique design, rich amenity list, and fantastic location will leave you in awe.  <br /> ✔ 3 Comfortable Bedrooms <br />✔ Professionally Designed <br />✔ Open Design Living  <br />✔ Fully Equipped Kitchen  <br />✔ Smart TVs with Streaming Services <br /> ✔ Washer/Dryer  <br />✔ High-Speed Wi-Fi  <br /> See more below!","Harlem"
"NYC","This quiet, cozy apartment is located in Ditmas Park/ Flatbush, one of NYC's most diverse neighborhoods. There are many amenities and activities within walking distance, and we are just a short 30 min train ride from the heart of NYC, Times Square. We offer everything you need for a comfortable and enjoyable visit. With your own private entrance, you can come and go as you please.","Flatbush"
"NYC","Experience New York City from this spacious, renovated apartment in historic Bedford-Stuyvesant, Brooklyn. You’ll find plenty of space to rest and relax. Bed-Stuy is a vibrant, exciting neighborhood, with tons of dining options within walking distance. Or you can hop on the subway and head to Manhattan to explore even more. This is a fully furnished apartment managed by Outpost Club, a premier CoLiving establishment in New York City.","Bedford-Stuyvesant"
"NYC","Upper west side Manhattan with view to the Hudson River. Definitely safety place with nice people. Only 5 metro stops to Times Square. The Neighborhood are Central Park, Columbia university, Metropolitan museum and etc. P.S. And also there is a Royal big piano and studio of music in appartment, who likes playing music)","Harlem"
"NYC","IMPORTANT:  Only 2 registered guests/NO visitors! Check in STARTS 3pm! <br /> <br />Be my guest and TRULY experience NYC/BROOKLYN. Want to be Near Downtown Brooklyn and in proximity to Manhattan but far from those high prices then this is would be a great option for you!  A Private MASTER BedRoom in an OWNER occupied Triplex.  <br /><br />Newly Renovated apartment in a 4 story Home in Brooklyn.<br />PLEASE NOTE: ACCESS TO THE MASTER BEDROOM/FULL BATHROOM with SHOWER ONLY.<br /><br />WALKING distance to the #3/4 train lines.","Brownsville"
"NYC","*Message for short term rental*<br /><br />Stop your search and book us! Our place is a huge Upper West Side Manhattan 1br recently renovated (check out our hardwood floors). We're close to great restaurants, bars, lounges & shopping. There are two express trains 2 blocks away that get you downtown in minutes. Brand new television, plenty closet space & tons of natural light. There's a park across the street for the kiddos & street parking! <br /><br />BRING NOTHING BUT YOUR CLOTHES, WE PROVIDE EVERYTHING ELSE!","Harlem"
"NYC","This is a gem of an apartment located in midtown Manhattan. Perfect for a solo traveler or pair looking to experience New York with the comfort of home. The apartment is quiet, private, and enjoys plenty of natural light throughout the day.","Midtown"
"NYC","Welcome to your classic NYC escape in the heart of Midtown Manhattan. Just steps from Times Square, Broadway, and the Empire State Building, The Gregorian blends historic charm with city energy. Originally opened in 1904, this boutique gem wraps you in art deco vibes, luxe finishes, and walk-everywhere convenience. Whether you're catching a Broadway show or sipping coffee at a corner café, this is your perfectly placed home base for living the New York dream.","Midtown"
"NYC","Located in a highly desirable part of trendy Bushwick, Brooklyn. This one-bedroom apartment with an office has tons of natural light, modern appliances, and lots of space! Fully equipped with wifi, a smart TV, and echo dot speakers in each room. The L train Jefferson and Dekalb stations are just a 5 minute walk away. Sheets and towels as well as shampoo are provided.<br /><br />You'll be near nightlife, yoga studios, coffee shops, vintage stores and only a 15-minute subway ride to Manhattan.","Bushwick"
"NYC","Prime spot in Williamsburg on Bedford Ave., the main drag. Large living room, kitchen and dining area, full bathroom. Walking distance to Bedford L train stop and Marcy Ave JMZ lines. Second floor walk up. 3 other  friendly housemates may be around.","Williamsburg"
