"city","description","neighbourhood_cleansed"
"NYC","This UNBELIEVABLE open concept Brooklyn artist's loft has two sleeping lofts, each with a private ladder and office area. The sofa also folds out into a bed, so the space can sleep 6 comfortably.","Williamsburg"
"NYC","Feel at home wherever you choose to live with Blueground. You’ll love this cozy Hell's Kitchen furnished two bedroom apartment with its modern decor, fully equipped kitchen, and bright living room with great high floor views. Ideally located, you’re close to all the best that New York has to offer! (ID #NYC360)","Hell's Kitchen"
"NYC","Spacious apartment. One block from subway.  30 minutes to Times Square.","Washington Heights"
"NYC","Live on one the most iconic streets in the world St Marks Place in the East Village. Close to awesome bars, restaurants and shops. Steps from Tompkins Sq Park and near L, 6, R, W, F trains. Living in the east village is THE vibe. Famously associated with The Ramones, Blondie, Allen Ginsberg, Andy Warhol, Madonna, Patti Smith and more.","East Village"
"NYC","Experience a charming apartment in the heart of the Upper East Side on East 94th Street between 1st - 2nd Ave (walk-up building). Perfect for couples, solo adventurers, business travelers, and families. Just steps from the Q subway station, Central Park, and the Guggenheim Museum. Discover designer stores and immerse yourself in the vibrant neighborhood. Book now and embrace the allure of the Upper East Side's prime location","Upper East Side"
"NYC","Welcome to the Bronx, NY home of the New York Yankees  & Botanical Garden. Our apartment home is designed for the corporate traveler,  business executive, and traveling nurse, and or medical professional in mind. We include several essentials and amenities throughout the unit, including exercise equipment great for staying in your workout routine.  We are easily located near I-95,  just a 12 minute cab ride to Yankee Stadium or a short drive to Rutherford, NJ Dream Theme Park.","Claremont Village"
"NYC","This 90 sqft room may be furnished or unfurnished at the time of your <br />   move-in date. For up-to-date prices, please enter your move-in, <br />   move-out dates, and your furnishing option.","Prospect-Lefferts Gardens"
"NYC","My place is close to public transport, the airport, and parks. My place is good for solo adventurers, families and (with kids). We want you to feel at home in our home, so families, solo travellers and everyone in between is welcome. There is also coffee and tea for free to feel free to make yourself a cup any time. If not there are tons food places close by... its NYC . Cheers Tamicka!","Cambria Heights"
"NYC","The whole group will enjoy easy access to everything from this centrally located place.","Hollis"
"NYC","The apartments 10 foot double windows provide excellent soft natural light; while the AC keeps the space at a comfortable temp. during the summer months. The apartment is home to three friendly roomates in their mid-twenties (men and women); while the building is hosts to a community of artists, movers and shakers who you can meet on the roof; equipped with grills, an amazing view, and community movie night every Sunday. You are also within walking distance to great bars and restaurants;","Bushwick"
"NYC","COVID-19 Clean Compliant. You'll be comfortable in this gorgeous, brightly light and painted two-floor home. 3 separate bedrooms, washer/dryer and fully equipped kitchen! PLUS a private yard w/ outdoor heater. This home is for people looking to explore NYC and then have a wonderful place to come back to and relax. This is NOT a good fit for people looking to stay in and party. NO SMOKING, small gatherings only. If rules are broken, you will immediately be asked to leave without refund.","Bedford-Stuyvesant"
"NYC","This ultimate luxury apartment is ideally located in the Lincoln Square neighborhood of Manhattan and is walking distance to world-class shopping and restaurants. <br /><br />Located on a high floor, it offers breathtaking city and Hudson river views providing a true Manhattan experience. It features three queen-size beds and two-and-a-half luxury baths. <br /><br />The interior of this unit has been carefully planned and decorated with Danish modern furniture, warm wood and soft lighting throughout.","Upper West Side"
"NYC","Your family will be close to everything when you stay at this centrally-located place. Located 30 min from the city. 5 min walk from the 36 street train station.  Local restaurant near by. The park is located 10 min from the premises.","Sunset Park"
"NYC","Experience the luxe life in New York's center! Explore Broadway theaters, Times Square, Central Park, and museums galore. Enjoy fine dining, lively nightlife, and high-end shopping nearby.","Lower East Side"
"NYC","Located in the heart of the city that never sleeps, this resort is your serene, sophisticated oasis in the midst of the hustle and bustle outside. Every guest suite was designed by David Rockwell, and are complete with all the modern touches and amenities you expect. So no matter how big a bite you take out of the Big Apple, you’ll always have a welcoming place to rest, relax, and recharge for the next adventure.","Midtown"
"NYC","I have recently moved to Long Island City. These are the pictures and description of my new Apartment in LIC Queens.  <br /><br />Beautiful Townhouse Floor on the 1st Floor. Featuring One Bedroom Living Space filled with all the amenities you may need.  We ensure a great living experience for all guests, along with a beautiful community with other Digital Nomads Enjoy NYC to the fullest here! - 20 minutes away from Midtown Manhattan","Long Island City"
"NYC","Located in East Bronx, this house is a must visit. This dwelling provides a clean, calm, and relaxing atmosphere. No worries you will be provided with the very best hosting experience you desire. The neighbourhood is very quiet, clean, and safe, and one less thing you have to worry about. Dining, shopping, entertainment, and sports, is very close to this location. I will always be within reach if you need me. So pack your luggage, come on over, and enjoy your stay.","Allerton"
"NYC","Just a 25 min train ride to Chinatown, Upper West Side, Rockefeller Center, this area is classic NYC. Dining options span the globe, and nightlife options are vast.<br /><br />This one bedroom apartment is in an elevator building.<br /><br />French door style allows bright light to shine throughout the apartment. <br /><br />Granite countertops with classic brown wood cabinets. Equipped with a new stove.<br /><br />This room is a bedroom behind French doors. <br /><br />Another flex room is available.<br /><br />A white standing desk in living area.","Upper East Side"
"NYC","Welcome to your stylish Williamsburg home-away-from-home — bright, spacious 2BR/2BA apartment with soaring ceilings and private wrap-around balcony. Elevator building half a block from both L and G trains,  = unbeatable access to all of NYC<br /><br />🛏 Bedrooms<br />Primary Suite & flexible 2nd Bedroom (nursery or bedroom w queen bed)<br /><br />🍽 Living & Kitchen<br />Relax in airy living area with great natural light. Cook with ease in fully equipped kitchen (incl. dishwasher)<br /><br />PLUS 2 full baths and in-unit washer/dryer","Williamsburg"
"NYC","Perfectly Located Junior 1 Bed Apartment in the Heart of Soho/Greenwich Village.  Just one flight up.  Minutes To Everything.  Explore All That NYC Has to Offer Like a Local.  The Best Restaurants & Shopping.   <br /><br />Easy Walk to Broadway/Lafayette, Spring St, Houston St, W 4th St and Bleecker St Subway Stations Which Take You Anywhere in NYC.","SoHo"
"NYC","This bedroom has been crafted very carefully and needs a new creative energy to flourish inside it. The apartment is large, my studio takes up the  living room but there is a dining room and a separate kitchen. Your room has a seating area along with a bed to make up for the living room. Our rooms would be separated by the kitchen and bathroom. Im looking for a clean, respectful preferably extended stay. There is a cat in the house, so please only animal lovers.","Inwood"
"NYC","Lovely home maintaining historic charm, this Harlem brownstone is the absolute perfect location. Beyond the aesthetic beauty of the home is the accessibility to the subway. Literally around the corner. With this location being central to restaurants, coffee shops, 125th street, for local shopping.  15 minute train ride to 42nd street.","Harlem"
